                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                 1.4286,                 1.0352,                  1.377,                0.81583,                0.78286,                0.83513,                0.47623,                 1.4477,                 1.0225,                 1.6165,              0.0085645,              0.0085645,              0.0085645
                    147,                 1.4345,                  1.004,                 1.3505,                0.77189,                0.80172,                 0.8336,                0.45928,                 1.4317,                  1.036,                  1.605,              0.0085546,              0.0085546,              0.0085546
                    148,                 1.4145,                0.99797,                 1.3509,                0.79098,                0.78295,                0.81706,                0.46335,                 1.4368,                 1.0897,                 1.6228,              0.0085447,              0.0085447,              0.0085447
                    149,                 1.4067,                0.96765,                 1.3592,                0.86268,                0.78528,                0.85378,                0.47565,                 1.4503,                 1.0061,                 1.6308,              0.0085348,              0.0085348,              0.0085348
                    150,                 1.4328,                 1.0107,                 1.3543,                0.83566,                0.80172,                0.84783,                0.48322,                 1.4447,                 1.0393,                 1.6405,              0.0085249,              0.0085249,              0.0085249
                    151,                 1.4182,                0.99207,                 1.3441,                0.83103,                0.76318,                0.82564,                0.46363,                  1.452,                  1.087,                 1.6387,               0.008515,               0.008515,               0.008515
                    152,                 1.4193,                0.98813,                 1.3516,                0.81346,                0.82759,                0.84106,                0.46482,                 1.4878,                 1.0133,                  1.668,              0.0085051,              0.0085051,              0.0085051
                    153,                 1.4169,                0.99257,                 1.3508,                0.81766,                0.82759,                0.84811,                0.47178,                 1.4711,                 1.0185,                 1.6529,              0.0084952,              0.0084952,              0.0084952
                    154,                 1.4265,                0.99113,                  1.352,                0.83879,                0.82328,                0.84863,                0.45468,                  1.506,                 1.0268,                 1.6589,              0.0084853,              0.0084853,              0.0084853
                    155,                 1.4125,                0.96985,                 1.3344,                0.81078,                0.80603,                0.84487,                0.46241,                 1.4814,                0.99632,                 1.6488,              0.0084754,              0.0084754,              0.0084754
                    156,                 1.4345,                0.99977,                 1.3455,                0.77819,                0.79741,                0.83057,                0.44276,                 1.5217,                 1.0209,                 1.6607,              0.0084655,              0.0084655,              0.0084655
                    157,                 1.4445,                0.98437,                 1.3688,                0.78903,                0.81897,                0.85003,                0.47521,                 1.5159,                 1.0018,                 1.6507,              0.0084556,              0.0084556,              0.0084556
                    158,                 1.3873,                0.98543,                 1.3302,                0.82998,                 0.7931,                0.84114,                0.48942,                 1.4662,                 1.0205,                 1.6302,              0.0084457,              0.0084457,              0.0084457
                    159,                 1.4254,                0.98441,                  1.355,                0.82208,                 0.7767,                0.82884,                0.47551,                 1.4571,                 1.0033,                 1.6339,              0.0084358,              0.0084358,              0.0084358
                    160,                 1.3899,                0.96133,                 1.3428,                0.81612,                0.78448,                0.83956,                0.49016,                 1.4596,                 1.0138,                 1.6326,              0.0084259,              0.0084259,              0.0084259
                    161,                 1.3728,                 0.9499,                 1.3173,                0.78166,                0.78699,                0.82706,                0.48649,                 1.4408,                 1.0215,                 1.6134,               0.008416,               0.008416,               0.008416
                    162,                 1.3908,                0.94946,                 1.3286,                0.84278,                0.77586,                0.84728,                0.48818,                 1.4429,                 1.0173,                   1.61,              0.0084061,              0.0084061,              0.0084061
                    163,                 1.3767,                0.96026,                 1.3146,                0.82075,                0.80918,                0.84025,                0.47067,                 1.4589,                0.98318,                 1.6277,              0.0083962,              0.0083962,              0.0083962
                    164,                 1.3737,                0.95486,                 1.3096,                0.84298,                 0.8099,                0.86432,                0.47658,                 1.4258,                0.98492,                 1.5906,              0.0083863,              0.0083863,              0.0083863
                    165,                 1.3934,                0.95926,                 1.3279,                  0.827,                0.78879,                0.84558,                0.48388,                 1.4875,                 1.0056,                 1.6468,              0.0083764,              0.0083764,              0.0083764
                    166,                 1.3838,                0.93134,                 1.3416,                 0.8479,                0.76889,                0.84695,                0.49719,                 1.4419,                0.97149,                 1.6154,              0.0083665,              0.0083665,              0.0083665
                    167,                 1.3922,                0.94523,                   1.34,                0.80362,                0.80603,                0.83916,                0.49898,                 1.4165,                0.99877,                 1.6104,              0.0083566,              0.0083566,              0.0083566
                    168,                 1.3732,                0.94229,                 1.3317,                0.85107,                0.76361,                0.84349,                 0.4762,                 1.4807,                0.97153,                 1.6473,              0.0083467,              0.0083467,              0.0083467
                    169,                 1.3882,                0.95953,                 1.3337,                0.83781,                0.77929,                  0.845,                0.48317,                  1.429,                 1.0072,                 1.5926,              0.0083368,              0.0083368,              0.0083368
                    170,                 1.3587,                 0.9672,                 1.3367,                0.82622,                0.81975,                0.85909,                0.49006,                 1.4337,                0.96935,                 1.6081,              0.0083269,              0.0083269,              0.0083269
                    171,                 1.3921,                0.96495,                 1.3234,                0.80514,                0.80603,                0.83295,                0.47136,                 1.4514,                 1.0055,                 1.6215,               0.008317,               0.008317,               0.008317
                    172,                 1.3674,                0.92938,                 1.3324,                0.82218,                0.84914,                0.84435,                0.47775,                 1.4353,                0.96983,                 1.6013,              0.0083071,              0.0083071,              0.0083071
                    173,                 1.3681,                 0.9332,                 1.3079,                0.82368,                0.80172,                0.83741,                0.48606,                 1.4361,                0.94893,                 1.6217,              0.0082972,              0.0082972,              0.0082972
                    174,                 1.3753,                0.96107,                 1.3405,                0.80713,                0.81172,                0.81627,                0.46823,                 1.4389,                0.97107,                 1.6298,              0.0082873,              0.0082873,              0.0082873
                    175,                 1.3657,                0.94041,                 1.3167,                0.82594,                0.83861,                 0.8425,                0.48652,                  1.458,                0.96336,                 1.6314,              0.0082774,              0.0082774,              0.0082774
                    176,                  1.365,                0.91541,                   1.32,                0.78747,                0.81466,                0.82506,                0.46843,                 1.4691,                0.99697,                 1.6315,              0.0082675,              0.0082675,              0.0082675
                    177,                 1.3818,                0.93048,                 1.3169,                0.82412,                0.78768,                0.81752,                0.48186,                 1.4721,                0.99715,                 1.6398,              0.0082576,              0.0082576,              0.0082576
                    178,                 1.3575,                0.92364,                 1.3093,                0.82141,                0.81285,                0.84728,                0.48938,                 1.4708,                0.97633,                 1.6289,              0.0082477,              0.0082477,              0.0082477
                    179,                 1.3668,                0.93253,                 1.3253,                0.81952,                0.77586,                0.82239,                0.48496,                 1.4391,                0.97653,                 1.6294,              0.0082378,              0.0082378,              0.0082378
                    180,                 1.3552,                0.92675,                 1.3043,                 0.8136,                0.78448,                0.83133,                0.48918,                 1.4336,                0.99364,                 1.6373,              0.0082279,              0.0082279,              0.0082279
                    181,                 1.3557,                0.90287,                 1.3105,                0.82157,                0.81371,                 0.8309,                0.49391,                 1.4562,                0.96237,                 1.6382,               0.008218,               0.008218,               0.008218
                    182,                 1.3588,                0.92364,                 1.2887,                0.81733,                0.79741,                0.84222,                0.48833,                 1.4707,                0.97116,                 1.6504,              0.0082081,              0.0082081,              0.0082081
                    183,                 1.3713,                0.91893,                 1.3157,                0.84086,                0.79714,                0.84924,                0.49057,                 1.4818,                0.96593,                 1.6605,              0.0081982,              0.0081982,              0.0081982
                    184,                 1.3351,                 0.9199,                 1.2932,                0.79292,                0.80603,                0.82699,                0.47059,                 1.4876,                 1.0155,                 1.6826,              0.0081883,              0.0081883,              0.0081883
                    185,                 1.3527,                0.91269,                 1.3186,                0.80857,                0.76469,                0.83583,                0.48364,                 1.4495,                0.99499,                 1.6565,              0.0081784,              0.0081784,              0.0081784
                    186,                 1.3511,                0.92064,                 1.3078,                 0.8056,                0.82328,                0.84086,                0.49413,                 1.4232,                0.96815,                 1.6236,              0.0081685,              0.0081685,              0.0081685
                    187,                 1.3381,                0.93008,                 1.3039,                0.78083,                0.80172,                0.82812,                0.48505,                 1.4179,                0.97705,                  1.614,              0.0081586,              0.0081586,              0.0081586
                    188,                 1.3582,                0.92866,                 1.3145,                0.78091,                  0.845,                0.84631,                0.48639,                 1.4675,                0.96071,                 1.6612,              0.0081487,              0.0081487,              0.0081487
                    189,                 1.3429,                0.89257,                 1.2884,                0.80989,                0.84483,                0.83549,                0.48409,                 1.4505,                0.95638,                 1.6387,              0.0081388,              0.0081388,              0.0081388
                    190,                 1.3554,                0.91003,                 1.3141,                0.81586,                0.84914,                0.83789,                 0.4728,                 1.4638,                 0.9672,                  1.636,              0.0081289,              0.0081289,              0.0081289
                    191,                 1.3522,                0.93779,                 1.3003,                0.84163,                0.82464,                 0.8534,                0.47494,                  1.439,                0.98567,                 1.6226,               0.008119,               0.008119,               0.008119
                    192,                 1.3275,                0.88906,                 1.2925,                0.80111,                0.81602,                0.84187,                0.49027,                 1.4108,                0.95517,                 1.6007,              0.0081091,              0.0081091,              0.0081091
                    193,                 1.3301,                 0.8813,                 1.2894,                0.80228,                0.79741,                0.83423,                0.50119,                 1.4097,                0.95346,                 1.5941,              0.0080992,              0.0080992,              0.0080992
                    194,                 1.3372,                0.89712,                 1.3069,                0.82296,                0.81466,                0.85302,                0.49248,                  1.427,                0.95634,                 1.6075,              0.0080893,              0.0080893,              0.0080893
                    195,                 1.3511,                0.91947,                 1.3182,                0.80331,                0.81466,                0.83251,                0.48622,                 1.4042,                0.96457,                 1.6003,              0.0080794,              0.0080794,              0.0080794
                    196,                 1.3192,                0.88669,                 1.2857,                0.81869,                0.79801,                0.84748,                0.49479,                  1.403,                0.96905,                 1.5953,              0.0080695,              0.0080695,              0.0080695
                    197,                 1.3505,                0.91103,                 1.3034,                0.83118,                0.78879,                0.84579,                0.49814,                 1.4251,                0.95615,                 1.5868,              0.0080596,              0.0080596,              0.0080596
                    198,                  1.331,                0.88969,                 1.2869,                0.84042,                0.81034,                 0.8562,                0.49197,                 1.4422,                0.96019,                 1.6021,              0.0080497,              0.0080497,              0.0080497
                    199,                 1.3274,                  0.891,                 1.2843,                0.82323,                0.82301,                0.83533,                0.48411,                 1.4441,                 0.9922,                 1.6166,              0.0080398,              0.0080398,              0.0080398
                    200,                 1.3193,                0.87339,                 1.2717,                0.81952,                0.84052,                0.85081,                0.48884,                 1.4509,                0.97962,                 1.6291,              0.0080299,              0.0080299,              0.0080299
                    201,                 1.3165,                 0.8855,                 1.2884,                 0.8045,                0.84483,                0.84852,                0.48919,                 1.4598,                0.94089,                 1.6283,                0.00802,                0.00802,                0.00802
                    202,                 1.3323,                0.87383,                 1.2933,                0.78905,                0.83839,                0.84131,                0.48768,                 1.4491,                0.95459,                 1.6358,              0.0080101,              0.0080101,              0.0080101
                    203,                 1.3195,                0.88457,                 1.2961,                0.82951,                0.83621,                0.85265,                 0.4946,                  1.431,                0.95108,                 1.6267,              0.0080002,              0.0080002,              0.0080002
                    204,                 1.3207,                0.87483,                 1.2876,                0.83279,                0.84483,                0.86075,                0.48784,                 1.4454,                0.92808,                  1.632,              0.0079903,              0.0079903,              0.0079903
                    205,                 1.2923,                0.86809,                 1.2717,                0.84188,                0.86207,                0.85687,                0.48409,                 1.4384,                0.90981,                 1.6314,              0.0079804,              0.0079804,              0.0079804
                    206,                 1.3079,                0.88313,                 1.2753,                0.82662,                0.87069,                 0.8589,                0.48761,                 1.4655,                0.94409,                 1.6638,              0.0079705,              0.0079705,              0.0079705
                    207,                 1.3145,                0.88392,                 1.2888,                0.81712,                0.84052,                0.83724,                0.48169,                 1.4631,                0.97718,                 1.6595,              0.0079606,              0.0079606,              0.0079606
                    208,                 1.3401,                0.89625,                 1.2923,                0.82194,                0.79741,                  0.844,                0.48928,                 1.4544,                0.93727,                 1.6625,              0.0079507,              0.0079507,              0.0079507
                    209,                 1.3101,                0.87911,                 1.2675,                0.84149,                0.80091,                0.84824,                0.50061,                 1.4262,                 0.9221,                 1.6347,              0.0079408,              0.0079408,              0.0079408
                    210,                 1.3371,                0.86064,                 1.2895,                0.84312,                0.81077,                 0.8564,                0.50789,                 1.4285,                0.92759,                 1.6343,              0.0079309,              0.0079309,              0.0079309
                    211,                 1.3214,                0.88618,                 1.2745,                0.83845,                0.78301,                0.83285,                0.50427,                 1.4067,                0.92238,                 1.6275,               0.007921,               0.007921,               0.007921
                    212,                  1.313,                0.86037,                 1.2587,                0.84257,                0.78438,                0.84519,                0.49481,                 1.3802,                0.91761,                 1.6001,              0.0079111,              0.0079111,              0.0079111
                    213,                 1.3248,                0.89194,                 1.2804,                0.83608,                0.79148,                0.83849,                0.49775,                 1.3816,                0.91297,                 1.5996,              0.0079012,              0.0079012,              0.0079012
                    214,                 1.3007,                0.87287,                  1.277,                0.84268,                 0.7931,                 0.8487,                0.51562,                 1.3578,                0.89829,                 1.5774,              0.0078913,              0.0078913,              0.0078913
                    215,                 1.3038,                0.85685,                 1.2712,                0.83537,                0.83111,                0.85299,                0.51418,                 1.3996,                0.92999,                 1.5978,              0.0078814,              0.0078814,              0.0078814
                    216,                 1.3111,                0.87067,                 1.2715,                0.83387,                0.82213,                0.84516,                0.49876,                 1.4187,                0.93443,                 1.6178,              0.0078715,              0.0078715,              0.0078715
                    217,                 1.3171,                0.85862,                 1.2833,                0.85114,                0.81328,                0.83658,                0.49751,                 1.4404,                0.95098,                  1.624,              0.0078616,              0.0078616,              0.0078616
                    218,                 1.3254,                0.86072,                 1.2889,                0.82295,                0.84483,                0.84251,                0.49679,                 1.4436,                0.95532,                 1.6341,              0.0078517,              0.0078517,              0.0078517
                    219,                 1.3186,                0.85476,                 1.2795,                0.83945,                0.82328,                0.84551,                0.49945,                 1.4425,                0.92534,                 1.6569,              0.0078418,              0.0078418,              0.0078418
                    220,                 1.2952,                 0.8517,                 1.2716,                0.81845,                0.81614,                 0.8215,                0.47964,                 1.4504,                0.95988,                 1.6447,              0.0078319,              0.0078319,              0.0078319
                    221,                 1.3013,                 0.8741,                 1.2697,                0.81455,                0.84052,                0.83707,                0.49066,                 1.4631,                0.95869,                  1.659,               0.007822,               0.007822,               0.007822
                    222,                 1.3033,                0.88706,                 1.2697,                 0.8344,                0.81897,                0.84156,                 0.4978,                 1.4348,                0.95028,                 1.6429,              0.0078121,              0.0078121,              0.0078121
                    223,                 1.2855,                0.87147,                 1.2683,                0.82653,                0.84206,                0.84963,                0.50547,                 1.4324,                0.93031,                 1.6357,              0.0078022,              0.0078022,              0.0078022
                    224,                 1.2832,                0.85652,                 1.2542,                0.83373,                0.84052,                0.83313,                0.49888,                 1.4319,                0.93057,                 1.6251,              0.0077923,              0.0077923,              0.0077923
                    225,                 1.2892,                0.85565,                  1.277,                0.82898,                0.83577,                 0.8401,                0.49284,                 1.4305,                0.92422,                 1.6318,              0.0077824,              0.0077824,              0.0077824
                    226,                 1.2999,                0.84182,                 1.2724,                0.79723,                0.82328,                0.83989,                  0.497,                 1.4211,                0.93354,                 1.6297,              0.0077725,              0.0077725,              0.0077725
                    227,                 1.3023,                0.84558,                 1.2552,                0.80608,                0.81897,                0.84288,                0.49109,                 1.4109,                  0.941,                 1.6097,              0.0077626,              0.0077626,              0.0077626
                    228,                 1.2841,                0.84213,                 1.2627,                0.79327,                0.82697,                 0.8396,                0.47886,                 1.4367,                0.96258,                 1.6245,              0.0077527,              0.0077527,              0.0077527
                    229,                 1.3016,                0.85288,                 1.2685,                0.82221,                0.81728,                0.83661,                 0.4843,                 1.4396,                0.94037,                 1.6148,              0.0077428,              0.0077428,              0.0077428
                    230,                 1.2845,                0.83612,                 1.2512,                0.83626,                0.78017,                0.83158,                0.49611,                 1.4229,                0.95256,                 1.6062,              0.0077329,              0.0077329,              0.0077329
                    231,                 1.2814,                 0.8401,                 1.2718,                0.80782,                0.81534,                0.83532,                0.49612,                 1.4345,                0.95721,                 1.6324,               0.007723,               0.007723,               0.007723
                    232,                 1.2937,                0.86238,                 1.2565,                0.78341,                0.81034,                0.83575,                0.50395,                 1.4112,                0.94684,                  1.608,              0.0077131,              0.0077131,              0.0077131
                    233,                 1.2861,                0.86579,                 1.2468,                0.78169,                0.81801,                0.84504,                0.50499,                 1.4306,                0.93858,                 1.6422,              0.0077032,              0.0077032,              0.0077032
                    234,                 1.2689,                0.84335,                 1.2622,                0.81781,                0.81262,                0.84487,                0.50617,                 1.4117,                0.94659,                 1.6179,              0.0076933,              0.0076933,              0.0076933
                    235,                 1.2741,                0.84102,                 1.2752,                0.79986,                0.84407,                0.84364,                0.51241,                 1.4169,                 0.9245,                 1.6149,              0.0076834,              0.0076834,              0.0076834
                    236,                 1.2809,                0.83815,                 1.2664,                0.82137,                0.81466,                0.84789,                 0.5156,                 1.4223,                0.93224,                 1.6206,              0.0076735,              0.0076735,              0.0076735
                    237,                 1.2763,                0.83039,                 1.2349,                0.82163,                0.81404,                0.85082,                0.50518,                 1.4173,                0.94729,                 1.6132,              0.0076636,              0.0076636,              0.0076636
                    238,                 1.2921,                 0.8417,                 1.2703,                0.79238,                0.77318,                0.84195,                0.50354,                 1.4252,                0.95418,                  1.622,              0.0076537,              0.0076537,              0.0076537
                    239,                 1.2541,                0.81098,                 1.2357,                0.80353,                0.82857,                0.84217,                0.50159,                  1.423,                0.93817,                  1.624,              0.0076438,              0.0076438,              0.0076438
                    240,                 1.2602,                0.82801,                 1.2332,                 0.8338,                0.82171,                0.85256,                0.50756,                 1.4292,                0.92513,                 1.6371,              0.0076339,              0.0076339,              0.0076339
                    241,                 1.2716,                0.83243,                 1.2439,                0.80877,                0.83621,                0.84186,                0.49872,                 1.4228,                0.92379,                 1.6403,               0.007624,               0.007624,               0.007624
                    242,                 1.2531,                0.80754,                 1.2396,                0.81189,                0.83717,                0.83743,                0.49931,                 1.4226,                0.90941,                 1.6466,              0.0076141,              0.0076141,              0.0076141
                    243,                 1.2643,                0.83114,                 1.2607,                0.83564,                0.82759,                0.85542,                  0.504,                 1.4186,                 0.8828,                  1.652,              0.0076042,              0.0076042,              0.0076042
                    244,                 1.2725,                0.80854,                 1.2368,                0.85061,                 0.8319,                0.84911,                0.50363,                 1.4146,                0.89682,                   1.66,              0.0075943,              0.0075943,              0.0075943
                    245,                 1.2277,                0.82283,                 1.2277,                0.82198,                0.81602,                 0.8353,                0.49629,                 1.4197,                0.91166,                 1.6633,              0.0075844,              0.0075844,              0.0075844
                    246,                 1.2669,                0.83578,                  1.239,                0.80617,                0.84914,                0.84674,                0.50227,                 1.4129,                0.88354,                 1.6602,              0.0075745,              0.0075745,              0.0075745
                    247,                 1.2701,                0.79921,                 1.2562,                0.81851,                0.84914,                0.84562,                0.50052,                 1.4099,                0.87102,                 1.6368,              0.0075646,              0.0075646,              0.0075646
                    248,                  1.263,                 0.8278,                 1.2515,                0.81541,                0.83778,                0.83257,                0.50231,                 1.4019,                0.86136,                 1.6273,              0.0075547,              0.0075547,              0.0075547
                    249,                  1.257,                0.84251,                 1.2369,                0.77339,                0.85345,                0.84784,                0.50166,                 1.4045,                0.86314,                  1.623,              0.0075448,              0.0075448,              0.0075448
                    250,                 1.2566,                0.79294,                 1.2355,                 0.8222,                0.81723,                0.84444,                0.49452,                 1.4189,                0.88033,                 1.6368,              0.0075349,              0.0075349,              0.0075349
                    251,                 1.2699,                0.82745,                 1.2666,                0.80675,                0.82775,                0.84781,                0.50084,                 1.4053,                0.88161,                 1.6266,               0.007525,               0.007525,               0.007525
                    252,                 1.2469,                0.80346,                  1.234,                0.82228,                0.81034,                0.84394,                0.50289,                 1.4078,                0.88109,                 1.6289,              0.0075151,              0.0075151,              0.0075151
                    253,                 1.2536,                0.82042,                 1.2424,                0.81288,                0.80519,                0.83916,                0.51108,                 1.4116,                0.88237,                 1.6394,              0.0075052,              0.0075052,              0.0075052
                    254,                 1.2562,                0.81814,                  1.237,                0.81146,                0.81897,                0.83688,                0.50811,                 1.4217,                 0.8795,                 1.6367,              0.0074953,              0.0074953,              0.0074953
                    255,                 1.2269,                0.81429,                 1.2318,                0.83024,                0.82216,                0.84283,                0.50429,                  1.404,                0.89524,                 1.6345,              0.0074854,              0.0074854,              0.0074854
                    256,                 1.2512,                0.81441,                 1.2295,                0.81126,                0.83372,                0.85358,                0.50619,                 1.4146,                0.90199,                 1.6508,              0.0074755,              0.0074755,              0.0074755
                    257,                 1.2636,                0.83594,                 1.2494,                0.83453,                0.80603,                0.84203,                0.49027,                 1.4472,                0.90205,                 1.6724,              0.0074656,              0.0074656,              0.0074656
                    258,                 1.2385,                0.81843,                 1.2293,                0.79848,                0.83689,                0.83912,                0.49153,                 1.4452,                0.89956,                 1.6701,              0.0074557,              0.0074557,              0.0074557
                    259,                 1.2532,                0.79728,                 1.2276,                0.83735,                0.82106,                0.84201,                 0.4925,                  1.438,                0.89897,                 1.6595,              0.0074458,              0.0074458,              0.0074458
                    260,                 1.2623,                0.82504,                 1.2472,                0.82752,                0.79741,                0.84095,                0.50494,                 1.4257,                0.90127,                 1.6481,              0.0074359,              0.0074359,              0.0074359
                    261,                 1.2254,                0.80289,                 1.2372,                0.85215,                0.80603,                0.84973,                0.49702,                 1.4233,                0.89144,                 1.6504,               0.007426,               0.007426,               0.007426
                    262,                 1.2484,                0.81193,                  1.237,                0.83856,                0.85345,                0.85522,                 0.5046,                 1.4253,                0.89898,                 1.6464,              0.0074161,              0.0074161,              0.0074161
                    263,                 1.2368,                0.81171,                 1.2309,                0.83383,                0.84483,                0.85099,                0.51136,                 1.4361,                0.90932,                 1.6495,              0.0074062,              0.0074062,              0.0074062
                    264,                 1.2355,                0.79227,                 1.2382,                0.82064,                0.84801,                 0.8521,                0.51192,                 1.4257,                0.89582,                   1.65,              0.0073963,              0.0073963,              0.0073963
                    265,                 1.2284,                0.80133,                 1.2122,                0.81375,                0.83621,                0.84438,                0.51253,                 1.4381,                0.87259,                  1.664,              0.0073864,              0.0073864,              0.0073864
                    266,                 1.2365,                0.80415,                 1.2341,                0.82699,                0.85345,                0.85916,                0.50503,                 1.4585,                0.89144,                 1.6803,              0.0073765,              0.0073765,              0.0073765
                    267,                 1.2222,                0.82037,                 1.2282,                0.82981,                0.85345,                0.86601,                0.51336,                 1.4568,                0.90515,                 1.6879,              0.0073666,              0.0073666,              0.0073666
                    268,                 1.2244,                0.79291,                 1.2148,                0.81295,                0.86173,                0.85241,                0.50707,                 1.4509,                0.89604,                  1.683,              0.0073567,              0.0073567,              0.0073567
                    269,                 1.2658,                 0.8289,                 1.2287,                0.80134,                0.84914,                0.84587,                0.49911,                 1.4449,                0.90464,                 1.6861,              0.0073468,              0.0073468,              0.0073468
                    270,                 1.2473,                0.79821,                 1.2288,                0.78923,                0.84052,                0.84274,                0.50549,                 1.4411,                0.90756,                 1.6745,              0.0073369,              0.0073369,              0.0073369
                    271,                 1.2211,                0.79091,                 1.2176,                0.80361,                0.82898,                0.85329,                0.51594,                 1.4222,                 0.8788,                 1.6609,               0.007327,               0.007327,               0.007327
                    272,                 1.2215,                0.79557,                 1.2161,                0.86865,                 0.7931,                0.86714,                0.52113,                 1.4208,                0.86853,                 1.6578,              0.0073171,              0.0073171,              0.0073171
                    273,                 1.2451,                0.81531,                 1.2103,                0.83863,                0.82759,                0.86385,                0.51512,                 1.4344,                0.85191,                  1.669,              0.0073072,              0.0073072,              0.0073072
                    274,                 1.2287,                 0.7716,                 1.2268,                0.82246,                0.88362,                0.85974,                0.51674,                 1.4518,                0.84848,                 1.6825,              0.0072973,              0.0072973,              0.0072973
                    275,                 1.2257,                0.76551,                 1.2013,                 0.8231,                 0.8624,                0.85538,                0.51982,                 1.4312,                0.86012,                 1.6651,              0.0072874,              0.0072874,              0.0072874
                    276,                 1.2316,                0.79308,                 1.2226,                 0.8142,                 0.8311,                0.85084,                0.52517,                 1.4212,                0.87294,                 1.6512,              0.0072775,              0.0072775,              0.0072775
                    277,                 1.1901,                0.76526,                 1.2153,                0.82834,                0.84914,                0.85657,                0.52486,                 1.4134,                0.86447,                  1.648,              0.0072676,              0.0072676,              0.0072676
                    278,                 1.2102,                0.76742,                 1.2031,                0.81724,                0.84483,                 0.8524,                0.52537,                 1.4114,                0.84987,                 1.6451,              0.0072577,              0.0072577,              0.0072577
                    279,                  1.225,                0.77449,                 1.2269,                0.81329,                0.82759,                0.84544,                0.51966,                 1.4193,                0.84429,                 1.6524,              0.0072478,              0.0072478,              0.0072478
                    280,                 1.2357,                 0.8083,                 1.2104,                0.83977,                 0.8133,                0.84801,                0.52384,                 1.4293,                0.86226,                 1.6706,              0.0072379,              0.0072379,              0.0072379
                    281,                  1.219,                0.79285,                 1.2283,                0.79939,                0.82759,                0.84863,                0.52455,                 1.4272,                0.86022,                 1.6751,               0.007228,               0.007228,               0.007228
                    282,                 1.2351,                0.80954,                 1.2241,                0.83071,                0.82487,                0.84929,                0.52057,                 1.4354,                0.85495,                 1.6794,              0.0072181,              0.0072181,              0.0072181
                    283,                 1.2068,                0.76513,                 1.2121,                0.80553,                0.84483,                0.84997,                0.51809,                 1.4303,                0.86299,                 1.6712,              0.0072082,              0.0072082,              0.0072082
                    284,                 1.2317,                  0.789,                 1.2172,                0.81368,                0.83621,                0.84864,                0.52009,                 1.4118,                0.85682,                 1.6614,              0.0071983,              0.0071983,              0.0071983
                    285,                 1.1949,                0.78067,                 1.2203,                0.80022,                0.84052,                0.85115,                0.51972,                 1.4163,                0.86727,                 1.6654,              0.0071884,              0.0071884,              0.0071884
                    286,                 1.2138,                0.77458,                 1.2166,                0.78018,                0.84483,                0.85088,                0.52144,                  1.413,                0.86476,                 1.6606,              0.0071785,              0.0071785,              0.0071785
                    287,                 1.1995,                0.76975,                 1.2092,                0.80415,                0.81413,                0.85189,                0.51816,                 1.4112,                0.86593,                 1.6602,              0.0071686,              0.0071686,              0.0071686
                    288,                 1.1959,                0.77808,                 1.2006,                0.80895,                0.85778,                0.85509,                0.51586,                 1.4204,                0.86659,                  1.665,              0.0071587,              0.0071587,              0.0071587
                    289,                 1.2236,                0.77377,                  1.228,                0.79968,                0.82596,                0.84709,                0.51083,                 1.4112,                  0.874,                 1.6614,              0.0071488,              0.0071488,              0.0071488
                    290,                 1.1998,                0.75767,                 1.2115,                0.80939,                0.82363,                0.84455,                0.51036,                 1.3992,                 0.8566,                 1.6563,              0.0071389,              0.0071389,              0.0071389
                    291,                 1.2063,                0.79217,                 1.2031,                0.84056,                0.81466,                0.85882,                0.52277,                  1.397,                0.85371,                 1.6572,               0.007129,               0.007129,               0.007129
                    292,                 1.2019,                0.77952,                  1.212,                0.80574,                0.82759,                0.85308,                0.52155,                 1.4043,                0.85624,                 1.6676,              0.0071191,              0.0071191,              0.0071191
                    293,                  1.191,                 0.7656,                 1.1806,                0.80585,                0.82328,                0.84545,                 0.5151,                 1.4106,                0.85376,                 1.6813,              0.0071092,              0.0071092,              0.0071092
                    294,                 1.1973,                0.78236,                 1.1991,                0.79031,                0.84483,                 0.8479,                 0.5098,                 1.4089,                0.85015,                 1.6827,              0.0070993,              0.0070993,              0.0070993
                    295,                 1.1989,                0.75711,                 1.2062,                0.79855,                0.84052,                0.85148,                0.51116,                 1.4256,                0.84957,                 1.6904,              0.0070894,              0.0070894,              0.0070894
                    296,                 1.1997,                0.75146,                 1.2031,                0.79902,                0.83967,                0.84973,                0.51069,                 1.4148,                0.86269,                 1.6797,              0.0070795,              0.0070795,              0.0070795
                    297,                  1.195,                0.75764,                  1.217,                0.78998,                0.82689,                0.84776,                0.51126,                 1.4062,                0.87894,                  1.673,              0.0070696,              0.0070696,              0.0070696
                    298,                 1.2068,                0.76118,                 1.2109,                0.80161,                0.82328,                0.84072,                0.50384,                 1.4122,                0.87319,                 1.6795,              0.0070597,              0.0070597,              0.0070597
                    299,                 1.1877,                0.77749,                  1.202,                0.78951,                0.81897,                0.84796,                0.50961,                 1.4125,                0.86293,                 1.6786,              0.0070498,              0.0070498,              0.0070498
                    300,                 1.1984,                0.78438,                 1.2018,                0.83787,                0.80191,                0.85395,                0.51383,                 1.4068,                0.87976,                 1.6784,              0.0070399,              0.0070399,              0.0070399
                    301,                 1.2004,                0.75763,                  1.203,                0.80004,                0.81034,                0.84804,                0.51008,                 1.4073,                0.88658,                 1.6811,                0.00703,                0.00703,                0.00703
